E,WOW,FP,FP,FP,FP,FP,FP,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,WOW,FP,FP,FP,FP,FP,FP,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,WOW,FP,FP,FP,FP,FP,FP,E,E,E,E,E,E,WON,WON,WON,WON,WON,WON,WON,WON,WON,WON,WON,WON,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,WOW,FP,FP,FP,FP,FP,FP,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,FE3,FE3,FP,FE3,FE3,FE3,E,E,E,E,E,E,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,FS,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FE3,FE3,FE3,FP,FP,FP,FP,FP,FP,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,E,E,E,FP,FP,FP,FP,FP,FE3,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FP,FP,FP,FP,E,E,E,FP,FP,FP,FP,FMN2,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,FE3,FE3,FE3,FP,FP,FP,FP,FP,FE3,FE3,FE3,FE3,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,FP,FP,FP,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FE3,FE3,FE3,FE3,FE3,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,WON,WON,FP,FP,WON,WON,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,W,WMB,FP,FP,W,WMB,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,FS,FS,FP,FP,FS,FS,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,FP,E,E,E,E,E,E,E,E,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,FE3,FE3,E,E,E,E,E,E,E,E,FP,FP,FP,FP,FP,FP,FP,FP,FP,FP,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,FE3,FE3,FP,FP,FP,FP,FP,FP,FE3,FE3,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,FP,FP,FP,FMN2,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,FE3,FE3,FE3,FE3,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FP,E,E,E,E,E,E,E,E,E,E,E,E,FP,FP,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FMNE,FP,FP,FP,FP,FP,FP,FP,FMN1,FMN1,FP,FP,FP,FP,FP,E,E,E,E,E,E,E,E,E,E
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,FE3,E,E,E,E,E,E,E,E,E,E
